Date,Ticker,Open,High,Low,Close,Volume
2026-03-10,AAPL,257.6499938964844,262.4800109863281,256.95001220703125,260.8299865722656,30590800
2026-03-10,MSFT,410.0299987792969,410.20001220703125,402.92999267578125,405.760009765625,31706400
2026-03-10,GOOG,305.875,309.1499938964844,305.30999755859375,306.92999267578125,14386400
2026-03-10,TSLA,402.2200012207031,406.5899963378906,398.19000244140625,399.239990234375,59258700
2026-03-10,NVDA,182.39999389648438,186.44000244140625,182.00999450683594,184.77000427246094,179118500
